elt_condition,pc_brand,pc_model,pc_cpu,pc_ram,pc_drive_capacity,usage_information,pc_vga,desktop_screen_size,elt_warranty,elt_origin,classify,price
Đã sử dụng (chưa sửa chữa),Apple,MacBook,Intel Core 2 Duo,4 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,4 GB,500 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,A series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,9.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Mới,Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.700.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i7,8 GB,256 GB,In trên bao bì,AMD,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Celeron,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Việt Nam,laptop,4.000.000 đ
Mới,Asus,K Series,Intel Core i3,4 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Satellite Series,Intel Core i7,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),LG,Gram,Intel Core i7,16 GB,1 TB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Mỹ,laptop,18.600.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,AMD,4 GB,128 GB,In trên bao bì,AMD,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,950.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,4.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Sony,E Series,Intel Core i3,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.200.000 đ
Đã sử dụng (qua sửa chữa),Dell,Inspiron,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i3,4 GB,,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i3,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i7,8 GB,256 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i3,4 GB,,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,5.400.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Nước khác,laptop,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i5,8 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,>12 tháng,Đang cập nhật,laptop,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i3,4 GB,320 GB,In trên bao bì,AMD,13 - 14.9 inch,Hết bảo hành,Nước khác,laptop,1.250.000 đ
Mới,Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Việt Nam,laptop,18.800.000 đ
Đã sử dụng (chưa sửa chữa),Sony,F Series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,900.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Dòng khác,Intel Core i7,16 GB,512 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,1 tháng,Mỹ,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i3,16 GB,1 TB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đài Loan,laptop,1.300.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,11 - 12.9 inch,3 tháng,Mỹ,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,250 GB,In trên bao bì,AMD,15 - 16.9 inch,3 tháng,Nhật Bản,laptop,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1 Touch Bar,Khác,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,20.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M2,Khác,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,21.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,laptop,16.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i5,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,8.900.000 đ
Đã sử dụng (qua sửa chữa),Dell,Latitude,Intel Core i5,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Ryzen 5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,10.900.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,3 tháng,Mỹ,laptop,6.600.000 đ
Mới,Dell,XPS,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,14.190.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,AMD,4 GB,128 GB,In trên bao bì,AMD,,Bảo hành hãng,Đang cập nhật,laptop,2.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i5,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.100.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Predator,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,20.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,5.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,AMD,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,6.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,9.570.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,Intel Core i3,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,4 GB,< 128 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Trung Quốc,laptop,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i9,32 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Mỹ,laptop,16.200.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,16.800.000 đ
Mới,Apple,MacBook Air M2,,,,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,24.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,4 GB,512 GB,In trên bao bì,Khác,15 - 16.9 inch,Hết bảo hành,Nhật Bản,laptop,1.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.659.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,5.400.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,Intel Core i3,4 GB,< 128 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Trung Quốc,laptop,2.300.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Legion Y Series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,13.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i3,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.700.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,,11 - 12.9 inch,Bảo hành hãng,Nhật Bản,laptop,4.200.000 đ
Mới,Dell,Inspiron,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,>12 tháng,Trung Quốc,laptop,11.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Compaq,Intel Core 2 Duo,2 GB,< 128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,400.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,4 GB,320 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Nước khác,laptop,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i7,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,7.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Khác,8 GB,128 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Nhật Bản,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M2,Khác,16 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Việt Nam,laptop,28.499.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Ryzen 7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Việt Nam,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Ryzen 7,16 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,16.400.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,4-6 tháng,Đang cập nhật,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,13.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,8.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Zenbook Series,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,7-12 tháng,Việt Nam,laptop,13.990.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Ryzen 5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Việt Nam,laptop,17.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,Intel Celeron,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,1 tháng,Việt Nam,laptop,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Việt Nam,laptop,16.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Ryzen 5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,7.800.000 đ
Mới,Microsoft,Dòng khác,Intel Core i7,16 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,10.900.000 đ
Mới,MSI,Dòng Khác,Intel Core i7,16 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,7-12 tháng,Mỹ,laptop,31.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,8 GB,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.789.789 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,Dòng Khác,Khác,8 GB,256 GB,In trên bao bì,,11 - 12.9 inch,Hết bảo hành,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,4 GB,128 GB,In trên bao bì,,11 - 12.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,16.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.990.000 đ
Mới,Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,5.650.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Mỹ,laptop,5.699.999 đ
Đã sử dụng (chưa sửa chữa),Asus,FX Series/ZX Series,Intel Core i5,8 GB,640 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,8.400.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i9,32 GB,512 GB,In trên bao bì,AMD,15 - 16.9 inch,1 tháng,Mỹ,laptop,21.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,Intel Core i5,16 GB,> 1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Vaio Series,Intel Core i3,4 GB,500 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Còn bảo hành,Việt Nam,laptop,2.180.000 đ
Đã sử dụng (chưa sửa chữa),HP,Spectre,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,23.500.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,N-Series,Intel Pentium,4 GB,128 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Hàn Quốc,laptop,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Trung Quốc,laptop,6.399.000 đ
Mới,Microsoft,Surface,AMD,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,>12 tháng,Mỹ,laptop,12.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,7.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i7,8 GB,512 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,20.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,8.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Khác,16 GB,512 GB,In trên bao bì,,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,32.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Trung Quốc,laptop,6.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,128 GB,In trên bao bì,Khác,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Trung Quốc,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,8.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,8.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,18.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,15.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,4 GB,128 GB,In trên bao bì,NVIDIA,11 - 12.9 inch,Hết bảo hành,Đang cập nhật,laptop,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,Chromebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,10.990.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i7,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,8.500.000 đ
Đã sử dụng (chưa sửa chữa),Samsung,Galaxyboook,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,16.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i7,32 GB,512 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,17.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,4 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Bảo hành hãng,Nhật Bản,laptop,4.300.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Intel Pentium,4 GB,128 GB,In trên bao bì,Onboard,,Bảo hành hãng,Đang cập nhật,laptop,2.000.000 đ
Mới,Samsung,Dòng Khác,Khác,8 GB,256 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,13.590.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.990.000 đ
Mới,Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,4.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,500 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,4.100.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Khác,8 GB,256 GB,In trên bao bì,Khác,,Bảo hành hãng,Đang cập nhật,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Dòng Khác,Intel Core i5,4 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,800.000 đ
