elt_condition,pc_brand,pc_model,pc_cpu,pc_ram,pc_drive_capacity,usage_information,pc_vga,desktop_screen_size,elt_warranty,elt_origin,classify,price
Đã sử dụng (qua sửa chữa),Asus,X Series,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Sony,S Series,Intel Core i7,8 GB,640 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Nhật Bản,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i3,4 GB,128 GB,In trên bao bì,,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,3.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,5.299.000 đ
Đã sử dụng (qua sửa chữa),Asus,X Series,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,7.399.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Còn bảo hành,Đang cập nhật,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,7-12 tháng,Đang cập nhật,laptop,6.300.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1 Touch Bar,Khác,16 GB,1 TB,In trên bao bì,,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,28.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,20.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,Intel Core i3,4 GB,< 128 GB,In trên bao bì,Khác,,Hết bảo hành,Nước khác,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,4.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Đang cập nhật,laptop,5.700.000 đ
Mới,Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Satellite Series,Intel Core i5,16 GB,,In trên bao bì,Onboard,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i3,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,128 GB,In trên bao bì,,,7-12 tháng,Đang cập nhật,laptop,6.990.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Đang cập nhật,laptop,25.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Mới,Lenovo,Dòng Khác,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Mỹ,laptop,33.800.000 đ
Đã sử dụng (chưa sửa chữa),Panasonic,Dòng Khác,,,,In trên bao bì,,,Hết bảo hành,Đang cập nhật,laptop,5.299.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Vostro,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,2 tháng,Việt Nam,laptop,3.200.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Pentium,4 GB,500 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,14.990.000 đ
Đã sử dụng (chưa sửa chữa),MSI,GT Series,Intel Core i7,32 GB,128 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,Hết bảo hành,Đài Loan,laptop,11.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Đang cập nhật,laptop,9.000.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,1.600.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Khác,4 GB,< 128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.200.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Pentium,4 GB,500 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,Khác,16 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,32.999.999 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,12.700.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,8 GB,250 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,laptop,4.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i3,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,24.490.000 đ
Đã sử dụng (chưa sửa chữa),Asus,ROG Strix Scar,Ryzen 7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,14.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,16 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,9.600.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i5,4 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,14.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,,In trên bao bì,,13 - 14.9 inch,1 tháng,Mỹ,laptop,2.800.000 đ
Mới,Lenovo,IdeaPad,Ryzen 5,8 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,7-12 tháng,Mỹ,laptop,11.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,AMD,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Intel Core i3,8 GB,500 GB,In trên bao bì,,,Hết bảo hành,Đang cập nhật,laptop,2.100.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,5.900.000 đ
Mới,Asus,TUF Gaming,Ryzen 7,16 GB,1 TB,In trên bao bì,AMD,>= 21 inch,Hết bảo hành,Trung Quốc,laptop,12.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkBook,Ryzen 5,8 GB,256 GB,In trên bao bì,AMD,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,14.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Elitebook,,,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.390.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,Intel Core i5,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Bảo hành hãng,Mỹ,laptop,13.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,12.999.999 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,Khác,16 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,4-6 tháng,Đang cập nhật,laptop,20.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,500 GB,In trên bao bì,,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.600.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,,4 GB,500 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,1.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i5,8 GB,128 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,1 tháng,Mỹ,laptop,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,16 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Mỹ,laptop,6.900.000 đ
Mới,HP,Victus,Ryzen 5,,,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,15.990.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro Touch Bar,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,12.999.999 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,4 GB,500 GB,In trên bao bì,Onboard,17 - 18.9 inch,1 tháng,Mỹ,laptop,3.800.000 đ
Đã sử dụng (chưa sửa chữa),MSI,GF Series,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,12.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Pentium,4 GB,500 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,2.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Toshiba,Satellite Series,Intel Core i5,6 GB,128 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,2.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,10.500.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i3,4 GB,< 128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,2.300.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,8 GB,512 GB,In trên bao bì,Khác,13 - 14.9 inch,Còn bảo hành,Việt Nam,laptop,8.800.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Việt Nam,laptop,7.900.000 đ
Đã sử dụng (chưa sửa chữa),HP,Dòng Khác,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,3.700.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,27.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,G Series,Ryzen 5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,14.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,4 GB,128 GB,In trên bao bì,AMD,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,3.900.000 đ
Đã sử dụng (chưa sửa chữa),Sony,C Series,Intel Core i5,8 GB,1 TB,In trên bao bì,AMD,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,2.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,XPS,Intel Core i7,8 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Mỹ,laptop,9.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,ProBook,Intel Core i5,8 GB,,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Mỹ,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Pavilion,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,6.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Alienware,Intel Core i7,16 GB,250 GB,In trên bao bì,NVIDIA,17 - 18.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Khác,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,2.950.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,7.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,8 GB,256 GB,In trên bao bì,AMD,11 - 12.9 inch,3 tháng,Việt Nam,laptop,1.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i5,6 GB,128 GB,In trên bao bì,AMD,13 - 14.9 inch,Hết bảo hành,Mỹ,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,13 - 14.9 inch,4-6 tháng,Mỹ,laptop,6.300.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Ryzen 5,8 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,3 tháng,Việt Nam,laptop,5.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,VivoBook S Series,Intel Core i3,4 GB,1 TB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,2.900.000 đ
Mới,HP,OMEN,Ryzen 5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Mỹ,laptop,16.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,Dòng Khác,Intel Core i5,8 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Trung Quốc,laptop,9.300.000 đ
Mới,Dell,XPS,,,,In trên bao bì,,,Bảo hành hãng,Mỹ,laptop,26.500.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,8 GB,512 GB,In trên bao bì,AMD,15 - 16.9 inch,3 tháng,Việt Nam,laptop,7.800.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,8 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,laptop,3.500.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Dòng Khác,Intel Core i3,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,2.900.000 đ
Đã sử dụng (chưa sửa chữa),Asus,TUF Gaming,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,13.900.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Inspiron,Intel Core i3,4 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Việt Nam,laptop,6.500.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Surface Pro 5,Intel Core i7,8 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Nước khác,laptop,6.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Envy,Intel Core i7,8 GB,750 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,3.300.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Intel Core i5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,14.900.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,3.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Precision,Intel Core i5,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,9.200.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,Intel Core i7,16 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,3 tháng,Nhật Bản,laptop,7.300.000 đ
Đã sử dụng (chưa sửa chữa),Asus,Zenbook Series,Intel Core i9,32 GB,1 TB,In trên bao bì,NVIDIA,15 - 16.9 inch,>12 tháng,Đang cập nhật,laptop,39.990.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,,,,In trên bao bì,,,Còn bảo hành,Đang cập nhật,laptop,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Nitro 5,Ryzen 5,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,7.950.000 đ
Đã sử dụng (chưa sửa chữa),MSI,GL Series,Intel Core i3,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Còn bảo hành,Mỹ,laptop,17.800.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Dòng Khác,Intel Pentium,4 GB,256 GB,In trên bao bì,Onboard,11 - 12.9 inch,Còn bảo hành,Đang cập nhật,laptop,2.800.000 đ
Đã sử dụng (chưa sửa chữa),Sony,Dòng Khác,Intel Core i5,4 GB,500 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Việt Nam,laptop,1.150.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air M1,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.500.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,16.990.000 đ
Đã sử dụng (chưa sửa chữa),HP,ZBook,Intel Core i7,16 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,3 tháng,Mỹ,laptop,18.900.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,6.490.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,IdeaPad,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,950.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,8 GB,640 GB,In trên bao bì,Khác,15 - 16.9 inch,Hết bảo hành,Mỹ,laptop,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro M1,,16 GB,512 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,24.500.000 đ
Đã sử dụng (chưa sửa chữa),Hãng Khác,Dòng Khác,Intel Core i5,8 GB,512 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,6.999.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Pentium,2 GB,< 128 GB,In trên bao bì,,< 9 inch,Bảo hành hãng,Đang cập nhật,laptop,950.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i7,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,5.800.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Pro,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,14.490.000 đ
Đã sử dụng (chưa sửa chữa),Microsoft,Dòng khác,Intel Core i7,8 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,7.199.999 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i3,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Việt Nam,laptop,5.200.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,8 GB,256 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Đang cập nhật,laptop,5.999.000 đ
Đã sử dụng (qua sửa chữa),Asus,FX Series/ZX Series,Intel Core i5,8 GB,256 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,9.500.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i3,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,3.300.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Core i3,4 GB,256 GB,In trên bao bì,Onboard,13 - 14.9 inch,Hết bảo hành,Trung Quốc,laptop,2.800.000 đ
Mới,HP,Pavilion,Ryzen 3,8 GB,256 GB,In trên bao bì,AMD,15 - 16.9 inch,7-12 tháng,Đang cập nhật,laptop,7.000.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,8 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,4-6 tháng,Việt Nam,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i5,16 GB,256 GB,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,8.000.000 đ
Đã sử dụng (chưa sửa chữa),Asus,X Series,Intel Core i3,4 GB,512 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Việt Nam,laptop,4.800.000 đ
Đã sử dụng (chưa sửa chữa),HP,Notebook,Intel Pentium,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,1 tháng,Đang cập nhật,laptop,1.700.000 đ
Đã sử dụng (qua sửa chữa),Sony,Vaio Series,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Hết bảo hành,Việt Nam,laptop,3.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,13 - 14.9 inch,Bảo hành hãng,Đang cập nhật,laptop,1.200.000 đ
Đã sử dụng (chưa sửa chữa),Dell,G Series,,,,In trên bao bì,,,Bảo hành hãng,Đang cập nhật,laptop,19.899.000 đ
Đã sử dụng (chưa sửa chữa),MSI,Dòng Khác,Intel Core i7,8 GB,512 GB,In trên bao bì,NVIDIA,15 - 16.9 inch,Bảo hành hãng,Đang cập nhật,laptop,11.000.000 đ
Đã sử dụng (chưa sửa chữa),Apple,MacBook Air,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,11 - 12.9 inch,Hết bảo hành,Mỹ,laptop,4.500.000 đ
Đã sử dụng (chưa sửa chữa),Lenovo,ThinkPad,Intel Core i7,8 GB,250 GB,In trên bao bì,Onboard,13 - 14.9 inch,Còn bảo hành,Đang cập nhật,laptop,5.000.000 đ
Đã sử dụng (chưa sửa chữa),Dell,Latitude,Intel Core i5,4 GB,128 GB,In trên bao bì,Onboard,15 - 16.9 inch,Còn bảo hành,Việt Nam,laptop,3.600.000 đ
Đã sử dụng (chưa sửa chữa),Acer,Aspire,Intel Core i5,4 GB,320 GB,In trên bao bì,Onboard,13 - 14.9 inch,1 tháng,Đang cập nhật,laptop,1.500.000 đ
